GSTIN,Invoice No,Inv Date,Product,Unit,HSN Code,Company,Batch No,Exp. Date,MRP,Qty,Purc Rate,Sale Rate,Vat %,GST Category
,EPL/6257,24/08/2020,VOBOSE 0.3,10 TAB,3004,USV L,28020301,31/12/2021,104.28,1,81.74,104.28,0.00,12% GST
,EPL/6257,24/08/2020,VOBOSE M 0.2,10 TAB,3004,USV L,VMA200201,31/01/2022,85.79,1,67.24,85.79,0.00,12% GST
,EPL/6257,24/08/2020,VOBOSE M 0.3,10 TAB,3004,USV L,VMB20404,31/03/2022,119.25,1,93.48,119.25,0.00,12% GST
,GTEHHY/210159443,25/03/2021,VOGLI RAPID 0.3,10 TAB,3004,MED,MT203443,01/10/2022,118.50,5,64.13,118.50,0.00,12% GST
,EPL/59639,01/02/2021,VOGLI TRIO 0.3,10 TAB,3004,MED,P20093128,30/09/2022,156.00,1,122.32,156.00,0.00,12% GST
,00154418,21/08/2020,VOGLIBITE 0.3,10 TAB,3004,CORO,CG19742,28/02/2022,47.91,1,37.54,47.91,0.00,12% GST
,00154418,21/08/2020,VOGLIBITE GM 2 / 0.2 TAB.,1X10,3004,CORO,GD010003,28/01/2022,109.80,1,86.08,109.80,0.00,12% GST
,EPL/69489,04/03/2021,VOGLIKEM 0.3,10 TAB,3004,ALK,VOT20003TB,30/09/2022,143.50,3,112.50,143.50,0.00,12% GST
27AAACE7630H1ZQ,EPL/6387,15/04/2021,VOGLIMAC GM 1,10 TAB,3004,MACLE,KVG2006A,30/11/2022,138.00,1,98.57,138.00,12.00,12% GST
,00666505,05/11/2020,VOGLIMIT 0.2,10T,2106,VAS,BDBP20321A,28/05/2022,50.00,4,38.41,50.00,0.00,12% GST
,00700307,06/01/2021,VOGLIMIT 0.2,10T,2106,VAS,BDBP20461B,28/08/2022,50.00,3,38.80,50.00,0.00,12% GST
,KP/43371,06/02/2021,VOGLIMIT 0.2,10T,2106,VAS,BDBP20461B,31/08/2022,50.00,6,39.18,50.00,0.00,12% GST
,00738591,13/03/2021,VOGLIMIT 0.2,10T,2106,VAS,BDBP20461B,28/08/2022,50.00,3,38.41,50.00,0.00,12% GST
27AALFP4342D1ZB,S/542,05/04/2021,VOGLIMIT 0.2,10T,2106,VAS,BDBP20461B,31/08/2022,50.00,3,35.71,50.00,12.00,12% GST
27AAFFM7699Q1Z3,00779373,18/05/2021,VOGLIMIT 0.2,10T,2106,VAS,IBD0020B,28/11/2022,50.00,3,35.71,50.00,12.00,12% GST
,00625577,24/08/2020,VOGLISTAR GM 1,10 TAB,3004,MANKI,B4GKT007,28/08/2021,121.00,1,92.93,121.00,0.00,12% GST
,00625585,24/08/2020,VOLIBO 0.2,10 TAB,3004,SUN,EMX0999,30/09/2022,92.50,1,71.05,92.50,0.00,12% GST
,00625585,24/08/2020,VOLIBO 0.3,10 TAB,3004,SUN,EMX1030,30/09/2022,125.00,1,96.00,125.00,0.00,12% GST
,00625587,24/08/2020,VOLIBO 0.3,10 TAB,3004,SUN,EMX1030,30/09/2022,125.00,1,96.01,125.00,0.00,12% GST
27AAFFM7699Q1Z3,00765531,22/04/2021,VOLIBO 0.3,10 TAB,3004,SUN,SIC0188A,30/06/2023,137.00,2,97.86,137.00,12.00,12% GST
27AAFFM7699Q1Z3,00782412,27/05/2021,VOLIBO 0.3,10 TAB,3004,SUN,SIC0510A,31/08/2023,137.00,3,97.86,137.00,12.00,12% GST
,00625585,24/08/2020,VOLIBO M 0.2,10 TAB,3004,SUN,EMX0903,31/03/2022,109.00,1,83.73,109.00,0.00,12% GST
27AAFFM7699Q1Z3,00760079,14/04/2021,VOLIBO M 0.2,10 TAB,3004,SUN,SIC0097A,31/12/2022,119.00,9,85.00,119.00,12.00,12% GST
,00625585,24/08/2020,VOLIBO M 0.3,10 TAB,3004,SUN,EMX1250,31/10/2022,142.00,1,109.05,142.00,0.00,12% GST
,S/57499,07/11/2020,VOLINI GEL,50 GM,3004,RAN,AB67045,30/06/2022,165.00,5,115.28,165.00,0.00,12% GST
,S/57499,07/11/2020,VOLINI GEL,15 GM,3004,STA,AB23483,31/01/2022,65.00,4,45.41,65.00,0.00,12% GST
27AAACE7630H1ZQ,EPL/3231,09/04/2021,VOLINI GEL,10 GM,3004,RAN,SXC0098A,31/12/2022,34.00,9,24.29,34.00,12.00,12% GST
,EPL/68670,02/03/2021,VOLINI GEL 75GM,75GM,3004,SUN,SXB0139A,30/11/2022,230.00,1,180.31,230.00,0.00,12% GST
,00625586,24/08/2020,VOLINI MAXX SPRAY 25GM,25GM,3004,SUN,GSW0202,28/03/2022,99.00,1,76.03,99.00,0.00,12% GST
,00154417,21/08/2020,VOLINI SPRAY,35 GM,3004,RAN,XDX0019,28/01/2022,130.00,1,101.92,130.00,0.00,12% GST
,00625586,24/08/2020,VOLINI SPRAY,35 GM,3004,RAN,XDX0006,28/12/2021,130.00,1,99.85,130.00,0.00,12% GST
,,/  /,VOLINI SPRAY,15 GM,3004,SUN,RT3002,31/03/2023,60.00,2,48.00,60.00,0.00,12% GST
,,/  /,VOLINI SPRAY,15 GM,3004,SUN,RT3004,31/03/2023,60.00,1,48.00,60.00,0.00,12% GST
,EPL/64963,18/02/2021,VOLINI SPRAY,15 GM,3004,SUN,GXX0013,31/03/2022,60.00,5,42.80,60.00,0.00,12% GST
,A/23465,26/02/2021,VOLINI SPRAY,60 GM,3004,RAN,GSX0025,28/02/2022,190.00,2,140.26,190.00,0.00,12% GST
,EPL/77310,27/03/2021,VOLINI SPRAY 100GM,100GM,3004,SUN,GSX0174,30/11/2022,295.00,5,210.42,295.00,0.00,12% GST
,00625587,24/08/2020,VOLITRA PLUS GEL,50 GM,3004,STA,AB34143,28/02/2022,194.00,1,149.01,194.00,0.00,12% GST
,00740234,16/03/2021,VOLITRA PLUS GEL,30 GM,3004,RAN,AB96851,28/09/2022,126.00,5,87.09,126.00,0.00,12% GST
27AAACE7630H1ZQ,EPL/12981,03/05/2021,VOLITRA PLUS GEL,50 GM,3004,STA,SXC0298B,31/01/2023,212.00,1,151.43,212.00,12.00,12% GST
,00625587,24/08/2020,VOLIX 0.2,15 TAB,3004,STA,EMX0666,31/07/2022,138.75,1,106.58,138.75,0.00,12% GST
,00625587,24/08/2020,VOLIX M 0.3,10 TAB,3004,RAN,EMX0717A,31/08/2022,142.00,1,109.07,142.00,0.00,12% GST
,EPL/69068,03/03/2021,VOLIX M 0.3,10 TAB,3004,RAN,EMX2643A,30/04/2023,155.00,3,121.51,155.00,0.00,12% GST
,00625577,24/08/2020,VOMIKIND SYRUP,30 ML,3004,MANKI,A3ABS046,28/11/2021,33.02,1,25.36,33.02,0.00,12% GST
,R002408,22/10/2020,VOMISTOP,10 TAB,3004,CIPLA,G20VSA004,28/01/2022,26.41,10,6.53,26.41,0.00,12% GST
,R002775,11/11/2020,VOMISTOP,10 TAB,3004,CIPLA,G20VSA004,28/01/2022,26.41,4,6.90,26.41,0.00,12% GST
,R004305,10/02/2021,VOMISTOP,10 TAB,3004,CIPLA,G20VSA006,28/02/2022,26.41,15,7.50,26.41,0.00,12% GST
,00633979,08/09/2020,VOMITEB SYRUP,60 ML,3004,CHA,SVM091,28/02/2023,58.00,1,42.72,58.00,0.00,12% GST
,00636735,12/09/2020,VOVERAN PLUS,10 TAB,3004,NOVAR,404GLBK0,28/03/2022,50.20,4,34.69,50.20,0.00,12% GST
,00156233,04/09/2020,VOZET 5,10 TAB,3004,GSK,ZET200401,31/03/2023,64.00,1,50.16,64.00,0.00,12% GST
,00625585,24/08/2020,VSL 3,10 CAP,3004,SUN,ADX0125,31/01/2022,372.00,1,285.68,372.00,0.00,12% GST
,00658560,21/10/2020,VYLDA M 500,10T,3004,EMCUR,E16KP20027,30/06/2022,109.00,1,83.74,109.00,0.00,12% GST
,00715943,02/02/2021,VYMADA 50,14 TAB,3004,NOVAR,TEU90.,28/06/2023,1100.50,1,853.96,1100.50,0.00,12% GST
,S/109197,12/02/2021,VYMADA 50,14 TAB,3004,NOVAR,TEU90,30/06/2023,1100.50,1,854.03,1100.50,0.00,12% GST
,00729976,26/02/2021,VYMADA 50,14 TAB,3004,NOVAR,TEU90,28/06/2023,1100.50,1,845.08,1100.50,0.00,12% GST
,00742348,19/03/2021,VYMADA 50,14 TAB,3004,NOVAR,TEV06,28/06/2023,1100.50,1,845.00,1100.50,0.00,12% GST
27AAHCS2250A1ZT,S/19689,29/04/2021,VYMADA 50,14 TAB,3004,NOVAR,TFM68,30/09/2023,1100.50,1,786.07,1100.50,12.00,12% GST
,R/10812,04/09/2020,Vaporiser,1 Box,3004,3M IN,01,/  /,495.00,3,134.47,495.00,0.00,0% GST
,R/9457,19/08/2020,Vereline.,25 G,2106,SHETH,12,/  /,35.00,5,21.77,35.00,0.00,5% GST
,R/9457,19/08/2020,Verline.,10 G,2106,SHETH,111,/  /,10.00,5,6.45,10.00,0.00,5% GST
,RDD/18219,01/12/2020,Vibite M 500,15Tab,3004,CORO,20ASGT163,31/12/2021,120.00,2,89.91,120.00,0.00,12% GST
,IDB20336655,02/03/2021,Vibite M 500,15Tab,3004,CORO,20S2GTA790,01/07/4022,120.00,3,94.10,120.00,0.00,12% GST
,S/57217,06/11/2020,Vilact 50 Mg Tab,10 Tab,3004,PAN,108719005,30/11/2021,60.00,2,46.54,60.00,0.00,12% GST
,RDD/16341,18/11/2020,Vilact 50 Mg Tab,10 Tab,3004,PAN,108719005,30/11/2021,60.00,2,44.94,60.00,0.00,12% GST
,EPL/65169,18/02/2021,Vinglyn M 500 Tab,15 Tab,3004,CADIL,EMV2001259,30/09/2022,104.25,1,81.70,104.25,0.00,12% GST
,,/  /,Vinglyn M 500 Tab,15 Tab,3004,CADIL,VTWWEQ1,31/08/2022,114.65,1,91.72,114.65,0.00,12% GST
,00199881,10/02/2021,Vissco Heal Belt Mini,Mini,3004,3M IN,LAR0000000,28/12/2024,799.00,1,486.49,799.00,0.00,5% GST
27AAHCR3491G1Z5,RDD/35631,28/04/2021,Vitzecal,10Tab,3004,3M IN,SIBP20021,30/09/2022,160.00,5,106.97,160.00,12.00,12% GST
,IDB20187928,26/10/2020,WARF 5,15 TAB,3004,CIPLA,SB00855,01/11/4022,78.96,3,61.91,78.96,0.00,12% GST
27AADCN5894P1ZJ,IDB2122045,19/04/2021,WARF 5,15 TAB,3004,CIPLA,SB01589,01/09/4022,78.96,3,56.40,78.96,12.00,12% GST
,R/9452,19/08/2020,WARTOSIN,3 ML,3004,DLR,D-186,/  /,80.00,1,65.43,80.00,0.00,12% GST
,R/26046,26/02/2021,WARTOSIN,3 ML,3004,DLR,D-189,/  /,80.00,1,65.44,80.00,0.00,12% GST
,IDB20296934,29/01/2021,WATNIL LOTION,10 ML,3004,APPLE,O-2024,01/09/4022,199.00,1,156.04,199.00,0.00,12% GST
,KP/22339,16/09/2020,WAXIKLIN EAR DROPS,10 ML,3004,ELA,WD003,28/02/2022,91.00,1,72.82,91.00,0.00,12% GST
,IDB20273574,09/01/2021,WELLGROW SERUM,50 ML,2106,BRINT,4581,01/12/4021,1280.00,1,1029.00,1280.00,0.00,18% GST
27AADCN5894P1ZJ,IDB2164229,27/05/2021,WELLGROW SERUM,50 ML,2106,BRINT,5047,01/02/4023,1280.00,1,889.49,1280.00,18.00,18% GST
27AAFFM7699Q1Z3,00777895,15/05/2021,WELLMAN,15 CAP,2106,MEYER,770P2104F,28/01/2023,146.00,6,98.99,146.00,18.00,18% GST
27AAHCS2250A1ZT,S/13713,19/04/2021,WELLMAN HAIRFOLLIC,10 CAP,2106,MEYER,360P2003F,31/03/2022,273.00,3,185.08,273.00,18.00,18% GST
27AAHCS2250A1ZT,S/15798,22/04/2021,WELLMAN HAIRFOLLIC,10 CAP,2106,MEYER,360P2003F,31/03/2022,273.00,3,185.08,273.00,18.00,18% GST
27AAHCS2250A1ZT,S/17139,26/04/2021,WELLMAN HAIRFOLLIC,10 CAP,2106,MEYER,360P2003F,31/03/2022,273.00,6,185.08,273.00,18.00,18% GST
27AAACE7630H1ZQ,EPL/19851,25/05/2021,WELLWOMAN,15 CAP,2106,MEYER,348OL2014F,31/01/2022,570.00,2,386.44,570.00,18.00,18% GST
,SIR/278324,11/02/2021,WELLWOMAN 50+,10 TAB,2106,MEYER,680P2007F,28/02/2022,588.00,1,460.78,588.00,0.00,18% GST
27AAACE7630H1ZQ,EPL/20253,27/05/2021,WELLWOMAN HAIRFOLLIC,10 TAB,2106,MEYER,361P2002F,28/02/2022,645.00,1,437.29,645.00,18.00,18% GST
,R/13556,19/02/2021,WHISPER CHOICE REGULAR,7 PIECE,3004,P&G,/,/  /,30.00,6,30.31,30.00,0.00,12% GST
,R/8244,25/09/2020,WHISPER CHOICE ULTRA WINGS,6 PIECE,3004,P&G,/,/  /,42.00,3,42.50,42.00,0.00,12% GST
,R/9625,30/10/2020,WHISPER CHOICE ULTRA WINGS,6 PIECE,3004,P&G,/,/  /,42.00,6,42.49,42.00,0.00,12% GST
,R/11801,25/12/2020,WHISPER CHOICE ULTRA WINGS,6 PIECE,3004,P&G,/,/  /,42.00,3,42.46,42.00,0.00,12% GST
,R/6856,21/08/2020,WHISPER CHOICE XL WINGS,7 PIECE,3006,P&G,/,/  /,30.00,5,27.06,30.00,0.00,0% GST
,R/9625,30/10/2020,WHISPER CHOICE XL WINGS,7 PIECE,3006,P&G,/,/  /,30.00,6,27.06,30.00,0.00,0% GST
,R/9625,30/10/2020,WHISPER CHOICE XL WINGS,7 PIECE,3006,P&G,/,/  /,32.00,2,28.83,32.00,0.00,0% GST
,R/9625,30/10/2020,WHISPER CHOICE XL WINGS,7 PIECE,3006,P&G,/,/  /,32.00,4,28.83,32.00,0.00,0% GST
,00112227,26/08/2020,WHITE FRESH CLASSIQ WHITE,25,3004,WHITE,:01012020,/  /,25.00,24,12.50,25.00,0.00,18% GST
,00112227,26/08/2020,WHITE FRESH CLASSIQ WHITE,25,3004,WHITE,:01012020,/  /,30.00,24,15.00,30.00,0.00,18% GST
,00112227,26/08/2020,WHITE FRESH CLASSIQ WHITE,25,3004,WHITE,:17122019,/  /,25.00,24,12.50,25.00,0.00,18% GST
,00637946,15/09/2020,WIKORYL,10 TAB,3004,ALEMB,2008000711,28/04/2023,43.80,3,30.27,43.80,0.00,12% GST
,00625552,24/08/2020,WINBP 20,10 TAB,3004,ABBOT,HTF0074,28/03/2022,183.61,1,141.01,183.61,0.00,12% GST
,EPL/49441,30/12/2020,WYSOLONE 10,15 TAB,3004,WYA,DX6352,30/09/2022,20.72,15,17.06,20.72,0.00,12% GST
,33191,11/01/2021,WYSOLONE 10,15 TAB,3004,WYA,2075077S,01/09/2022,20.72,2,17.49,20.72,0.00,12% GST
,EPL/49441,30/12/2020,WYSOLONE 20,15 TAB,3004,WYA,EH8370,30/09/2022,37.26,3,30.70,37.26,0.00,12% GST
,EPL/65107,18/02/2021,WYSOLONE 20,15 TAB,3004,WYA,EH8371,30/09/2022,37.26,16,30.69,37.26,0.00,12% GST
,EPL/78733,31/03/2021,WYSOLONE 20,15 TAB,3004,WYA,EM9411,30/11/2022,40.98,8,33.77,40.98,0.00,12% GST
,A/11099,21/08/2020,Well Ear Buds Box,200 Pcs,2106,3M IN,01,/  /,75.00,2,44.84,75.00,0.00,12% GST
,RDD/22290,30/12/2020,Wellforce Condom Banana 3Pcs,3Pcs,3004,3M IN,GD2020,31/08/2023,30.00,6,11.75,30.00,0.00,0% GST
,RDD/22290,30/12/2020,Wellforce Condom Banana 3Pcs,3Pcs,3004,3M IN,HD2003,31/07/2023,30.00,6,11.75,30.00,0.00,0% GST
,RDD/22290,30/12/2020,Wellforce Condom Banana 3Pcs,3Pcs,3004,3M IN,CD2009,28/02/2023,30.00,4,11.75,30.00,0.00,0% GST
,RDD/22290,30/12/2020,Wellforce Condom Banana 3Pcs,3Pcs,3004,3M IN,KD1901,31/07/2023,30.00,4,11.75,30.00,0.00,0% GST
,R/6854,21/08/2020,White Ton Face Powd.,70 G,2106,VINI,/,/  /,100.00,1,89.28,100.00,0.00,18% GST
,R/6854,21/08/2020,White Tone Face Powd,50 G,2106,VINI,/,/  /,75.00,1,68.18,75.00,0.00,18% GST
,R/6854,21/08/2020,White Tone Face Powdc,30 G,2106,VINI,/,/  /,55.00,1,49.99,55.00,0.00,18% GST
,R/8434,30/09/2020,Woodwards Gripe Water Big,200 Ml,2106,WAN,SG20173,/  /,75.00,33,56.45,75.00,0.00,12% GST
,R/8490,01/10/2020,Woodwards Gripe Water Big,200 Ml,2106,WAN,SG20173,/  /,75.00,33,56.45,75.00,0.00,12% GST
,R/8582,03/10/2020,Woodwards Gripe Water Big,200 Ml,2106,WAN,SG20173,/  /,75.00,11,56.45,75.00,0.00,12% GST
,R/8719,08/10/2020,Woodwards Gripe Water Big,200 Ml,2106,WAN,SG20173,/  /,75.00,33,56.45,75.00,0.00,12% GST
,R/8820,09/10/2020,Woodwards Gripe Water Big,200 Ml,2106,WAN,SG20173,/  /,75.00,33,56.45,75.00,0.00,12% GST
,R/8892,12/10/2020,Woodwards Gripe Water Big,200 Ml,2106,WAN,SG20173,/  /,75.00,33,56.45,75.00,0.00,12% GST
,EPL/6254,24/08/2020,X-Tor F,10T.,3004,IPC,IOA010002B,31/08/2022,173.00,1,135.58,173.00,0.00,12% GST
,EPL/75798,23/03/2021,XARELTO 10,7 TAB,3004,BAY,BXJGEU1,30/06/2023,1015.00,1,796.00,1015.00,0.00,12% GST
,EPL/60177,03/02/2021,XERINA CREAM,50 GM,2106,RAN,RXE20007,31/05/2022,460.00,1,360.74,460.00,0.00,18% GST
,EPL/60177,03/02/2021,XERINA CREAM,50 GM,2106,RAN,RXE20011,30/09/2022,460.00,1,360.74,460.00,0.00,18% GST
,00183157,04/03/2021,XEROLENE CREAM,50 GM,2106,KLM L,926,28/12/2022,380.00,5,297.92,380.00,0.00,18% GST
,00185227,16/03/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,5,248.26,380.00,0.00,18% GST
,00742459,20/03/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,1,291.85,380.00,0.00,18% GST
,00186139,22/03/2021,XEROLENE CREAM,50 GM,2106,KLM L,926,28/12/2022,380.00,1,297.90,380.00,0.00,18% GST
,IDB20362890,22/03/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,01/12/4022,380.00,2,298.00,380.00,0.00,18% GST
,00745994,26/03/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,1,291.86,380.00,0.00,18% GST
,00186992,26/03/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,6,248.33,380.00,0.00,18% GST
27AAGFA4541G1ZO,00188936,07/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,6,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00189700,11/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,5,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00189800,12/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,10,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00191143,19/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,1,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00191887,22/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,927,28/12/2022,380.00,1,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00191887,22/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,28/02/2023,380.00,4,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00191906,22/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,28/02/2023,380.00,5,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00191812,23/04/2021,XEROLENE CREAM,50 GM,2106,KLM L,927,28/12/2022,380.00,6,257.63,380.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2145923,08/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,01/01/4023,380.00,1,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00194781,08/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,28/02/2023,380.00,10,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00194945,11/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,28/02/2023,380.00,10,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00195169,12/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,28/02/2023,380.00,5,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00195796,15/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,926,28/12/2022,380.00,1,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00195796,15/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,28/02/2023,380.00,1,257.63,380.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2160822,21/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,CF101,01/01/4023,380.00,2,257.63,380.00,18.00,18% GST
27AAFFM7699Q1Z3,00781880,25/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,2,257.63,380.00,18.00,18% GST
27AAFFM7699Q1Z3,00781639,25/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,928,28/12/2022,380.00,1,257.63,380.00,18.00,18% GST
27AAGFA4541G1ZO,00197263,27/05/2021,XEROLENE CREAM,50 GM,2106,KLM L,927.,28/12/2022,380.00,5,257.63,380.00,18.00,18% GST
,00625563,24/08/2020,XILIA M 1,10 TAB,3004,EMCUR,EPG6AN0003,28/03/2022,111.65,1,85.73,111.65,0.00,12% GST
,00625563,24/08/2020,XILIA M 2,10 TAB,3004,EMCUR,EPG6AJ0002,28/03/2022,152.90,1,117.41,152.90,0.00,12% GST
,00736400,09/03/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,1,229.63,299.00,0.00,18% GST
,EPL/71911,12/03/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,31/12/2021,299.00,2,234.37,299.00,0.00,18% GST
,RDD/33301,12/03/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,31/12/2021,299.00,3,223.90,299.00,0.00,18% GST
,SIR/313047,13/03/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,31/12/2021,299.00,3,234.47,299.00,0.00,18% GST
27AAFFM7699Q1Z3,00758273,12/04/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,3,202.71,299.00,18.00,18% GST
27AAFFM7699Q1Z3,00764144,21/04/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,3,202.71,299.00,18.00,18% GST
27AAFFM7699Q1Z3,00766237,23/04/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,3,202.71,299.00,18.00,18% GST
27AAFFM7699Q1Z3,00767712,26/04/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,3,202.71,299.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/4137,29/04/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,31/12/2021,299.00,3,191.73,299.00,18.00,18% GST
27AAFFM7699Q1Z3,00769652,01/05/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,3,202.71,299.00,18.00,18% GST
27AAACE7630H1ZQ,EPL/12009,01/05/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,31/12/2021,299.00,2,202.71,299.00,18.00,18% GST
27AAACE7630H1ZQ,EPL/12009,01/05/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,31/12/2021,299.00,1,202.71,299.00,18.00,18% GST
27AAFFM7699Q1Z3,00781096,21/05/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,3,202.71,299.00,18.00,18% GST
27AAACE7630H1ZQ,EPL/19165,25/05/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,31/12/2021,299.00,3,202.71,299.00,18.00,18% GST
27AAFFM7699Q1Z3,00784964,31/05/2021,XINBEST CREAM,15 GM,2106,LUPIN,BCP20002,28/12/2021,299.00,3,202.71,299.00,18.00,18% GST
,00154418,21/08/2020,XOCLAV 228.5 DRY SRYUP,30 ML,3004,CORO,COAL0003,28/04/2021,59.32,1,46.50,59.32,0.00,12% GST
,00154418,21/08/2020,XOCLAV 625,10 TAB,3004,CORO,ARMACVAI00,28/06/2021,146.63,1,114.96,146.63,0.00,12% GST
,00154418,21/08/2020,XOCLAVE DUO DRY SYRUP,30 ML,3004,CORO,COAM0008,28/05/2021,131.76,1,103.28,131.76,0.00,12% GST
,00178482,04/02/2021,XOXE 500,10 TAB,3004,CORO,C1170036,30/09/2022,637.54,1,499.78,637.54,0.00,12% GST
,00625587,24/08/2020,XPRAB INJ,VAIL,3004,RAN,SRW0003,28/10/2022,351.12,1,269.70,351.12,0.00,5% GST
,00625571,24/08/2020,XTAR TOOTH PASTE,100 GM,2106,ICP,C00069,30/04/2023,91.00,1,69.89,91.00,0.00,18% GST
,EPL/6254,24/08/2020,XTOR 10,10 TAB,3004,IPC,CRS070002A,31/05/2023,61.26,2,48.02,61.26,0.00,12% GST
,EPL/6254,24/08/2020,XTOR 5,10 TAB,3004,IPC,CRR079001A,30/11/2022,60.75,2,47.61,60.75,0.00,12% GST
27AAGFA4541G1ZO,00195794,15/05/2021,XTRACAL HD,10 TAB,3004,PUL,XHD1320D,28/10/2022,135.00,2,96.43,135.00,12.00,12% GST
,KP/26666,15/10/2020,XYKAA EXTEND 1000,10 TAB,3004,TROIK,X37542,31/01/2022,49.00,1,38.42,49.00,0.00,12% GST
,KP/26666,15/10/2020,XYKAA EXTEND 650,10 TAB,3004,TROIK,X13H127,31/01/2023,20.14,1,15.80,20.14,0.00,12% GST
,KP/34723,08/12/2020,XYKAA EXTEND 650,10 TAB,3004,TROIK,X13H133,31/08/2023,20.49,6,13.39,20.49,0.00,12% GST
,00736400,09/03/2021,XYMEX LIQUID,200 ML,3004,MED,E01498,28/04/2022,93.00,2,71.43,93.00,0.00,12% GST
,00154418,21/08/2020,XYMOHEAL D,10 TAB,3004,CORO,CG19687,28/01/2022,226.27,1,177.38,226.27,0.00,12% GST
,EPL/6262,24/08/2020,XYZAL,15 TAB,3004,DRR,EMV2000552,30/04/2022,136.00,1,106.62,136.00,0.00,12% GST
,00179096,08/02/2021,XYZAL,15 TAB,3004,DRR,EMV2001476,28/10/2022,149.50,2,117.25,149.50,0.00,12% GST
,00179096,08/02/2021,XYZAL,15 TAB,3004,DRR,E2000500,28/10/2022,149.50,2,117.25,149.50,0.00,12% GST
,EPL/6262,24/08/2020,XYZAL M,10 TAB,3004,DRR,WIXM20003,31/03/2022,209.50,1,164.25,209.50,0.00,12% GST
,EPL/6263,24/08/2020,XYZAL M SYRUP,60 ML,3004,DRR,IYAB47,31/03/2022,106.70,1,83.65,106.70,0.00,12% GST
,00677005,24/11/2020,XYZAL SYRUP,60 ML,3004,DRR,LI4820011,28/05/2022,123.75,2,95.05,123.75,0.00,12% GST
,EPL/60423,03/02/2021,Xlha Eye Drops,10Ml,3004,SUN,SS2005,31/10/2022,325.00,1,254.67,325.00,0.00,12% GST
,00625559,24/08/2020,YASMIN,21 TAB,3006,GER,547S,28/01/2021,473.00,1,381.42,473.00,0.00,0% GST
,R/9448,22/08/2020,YESAKA SYRUP,600 ML,3004,AYU,NEW,/  /,270.00,1,207.39,270.00,0.00,12% GST
